Aircraft,Registration,Base,FlightNo,Day,From,To,DepTime,ArrTime,BlockHrs,Notes
A321-6,BL-ABF,SBT,AB318,Tue,PNU,SBT,11:00,11:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB317,Tue,SBT,PNU,13:00,13:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Tue,PNU,SBT,14:00,14:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB319,Tue,SBT,HAI,16:00,16:20,0.33,W/Y — SBT-Haicang daily
A321-6,BL-ABF,SBT,AB320,Tue,HAI,SBT,18:00,18:20,0.33,W/Y — SBT-Haicang daily
A321-6,BL-ABF,SBT,AB317,Wed,SBT,PNU,07:00,07:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Wed,PNU,SBT,08:00,08:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB317,Wed,SBT,PNU,10:00,10:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Wed,PNU,SBT,11:00,11:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB317,Wed,SBT,PNU,13:00,13:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Wed,PNU,SBT,14:00,14:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB319,Wed,SBT,HAI,16:00,16:20,0.33,W/Y — SBT-Haicang daily
A321-6,BL-ABF,SBT,AB320,Wed,HAI,SBT,18:00,18:20,0.33,W/Y — SBT-Haicang daily
A321-6,BL-ABF,SBT,AB317,Thu,SBT,PNU,07:00,07:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Thu,PNU,SBT,08:00,08:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB317,Thu,SBT,PNU,10:00,10:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Thu,PNU,SBT,11:00,11:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB317,Thu,SBT,PNU,13:00,13:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Thu,PNU,SBT,14:00,14:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB319,Thu,SBT,HAI,16:00,16:20,0.33,W/Y — SBT-Haicang daily
A321-6,BL-ABF,SBT,AB320,Thu,HAI,SBT,18:00,18:20,0.33,W/Y — SBT-Haicang daily
A321-6,BL-ABF,SBT,AB317,Fri,SBT,PNU,07:00,07:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Fri,PNU,SBT,08:00,08:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB317,Fri,SBT,PNU,10:00,10:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Fri,PNU,SBT,11:00,11:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB317,Fri,SBT,PNU,13:00,13:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Fri,PNU,SBT,14:00,14:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB319,Fri,SBT,HAI,16:00,16:20,0.33,W/Y — SBT-Haicang daily
A321-6,BL-ABF,SBT,AB320,Fri,HAI,SBT,18:00,18:20,0.33,W/Y — SBT-Haicang daily
A321-6,BL-ABF,SBT,AB317,Sat,SBT,PNU,07:00,07:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Sat,PNU,SBT,08:00,08:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB317,Sat,SBT,PNU,10:00,10:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Sat,PNU,SBT,11:00,11:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB317,Sat,SBT,PNU,13:00,13:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Sat,PNU,SBT,14:00,14:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB319,Sat,SBT,HAI,16:00,16:20,0.33,W/Y — SBT-Haicang daily
A321-6,BL-ABF,SBT,AB320,Sat,HAI,SBT,18:00,18:20,0.33,W/Y — SBT-Haicang daily
A321-6,BL-ABF,SBT,AB317,Sun,SBT,PNU,07:00,07:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Sun,PNU,SBT,08:00,08:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB317,Sun,SBT,PNU,10:00,10:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Sun,PNU,SBT,11:00,11:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB317,Sun,SBT,PNU,13:00,13:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB318,Sun,PNU,SBT,14:00,14:30,0.5,W/Y — SBT-Portnou daily
A321-6,BL-ABF,SBT,AB319,Sun,SBT,HAI,16:00,16:20,0.33,W/Y — SBT-Haicang daily
A321-6,BL-ABF,SBT,AB320,Sun,HAI,SBT,18:00,18:20,0.33,W/Y — SBT-Haicang daily
A321-7,BL-ABG,SBT,AB321,Mon,SBT,BDC,07:00,07:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Mon,BDC,SBT,08:00,08:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB321,Mon,SBT,BDC,10:00,10:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Mon,BDC,SBT,11:00,11:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB321,Mon,SBT,BDC,13:00,13:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Mon,BDC,SBT,14:00,14:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB323,Mon,BDC,PNU,16:00,17:05,1.08,W/Y — BDC-Portnou daily
A321-7,BL-ABG,SBT,AB324,Mon,PNU,BDC,18:00,19:05,1.08,W/Y — BDC-Portnou daily
A321-7,BL-ABG,SBT,AB321,Tue,SBT,BDC,07:00,07:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Tue,BDC,SBT,08:00,08:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB321,Tue,SBT,BDC,10:00,10:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Tue,BDC,SBT,11:00,11:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB321,Tue,SBT,BDC,13:00,13:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Tue,BDC,SBT,14:00,14:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB323,Tue,BDC,PNU,16:00,17:05,1.08,W/Y — BDC-Portnou daily
A321-7,BL-ABG,SBT,AB324,Tue,PNU,BDC,18:00,19:05,1.08,W/Y — BDC-Portnou daily
A321-7,BL-ABG,SBT,AB321,Wed,SBT,BDC,07:00,07:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Wed,BDC,SBT,08:00,08:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB321,Wed,SBT,BDC,10:00,10:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Wed,BDC,SBT,11:00,11:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB321,Wed,SBT,BDC,13:00,13:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Wed,BDC,SBT,14:00,14:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB323,Wed,BDC,PNU,16:00,17:05,1.08,W/Y — BDC-Portnou daily
A321-7,BL-ABG,SBT,AB324,Wed,PNU,BDC,18:00,19:05,1.08,W/Y — BDC-Portnou daily
A321-7,BL-ABG,SBT,AB321,Thu,SBT,BDC,07:00,07:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Thu,BDC,SBT,08:00,08:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB321,Thu,SBT,BDC,10:00,10:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Thu,BDC,SBT,11:00,11:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB321,Thu,SBT,BDC,13:00,13:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Thu,BDC,SBT,14:00,14:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB323,Thu,BDC,PNU,16:00,17:05,1.08,W/Y — BDC-Portnou daily
A321-7,BL-ABG,SBT,AB324,Thu,PNU,BDC,18:00,19:05,1.08,W/Y — BDC-Portnou daily
A321-7,BL-ABG,SBT,AB321,Fri,SBT,BDC,07:00,07:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Fri,BDC,SBT,08:00,08:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB321,Fri,SBT,BDC,10:00,10:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Fri,BDC,SBT,11:00,11:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB321,Fri,SBT,BDC,13:00,13:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Fri,BDC,SBT,14:00,14:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB323,Fri,BDC,PNU,16:00,17:05,1.08,W/Y — BDC-Portnou daily
A321-7,BL-ABG,SBT,AB324,Fri,PNU,BDC,18:00,19:05,1.08,W/Y — BDC-Portnou daily
A321-7,BL-ABG,SBT,AB321,Sat,SBT,BDC,07:00,07:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Sat,BDC,SBT,08:00,08:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB321,Sat,SBT,BDC,10:00,10:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Sat,BDC,SBT,11:00,11:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB321,Sat,SBT,BDC,13:00,13:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Sat,BDC,SBT,14:00,14:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB323,Sat,BDC,PNU,16:00,17:05,1.08,W/Y — BDC-Portnou daily
A321-7,BL-ABG,SBT,AB324,Sat,PNU,BDC,18:00,19:05,1.08,W/Y — BDC-Portnou daily
A321-7,BL-ABG,SBT,AB321,Sun,SBT,BDC,07:00,07:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Sun,BDC,SBT,08:00,08:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB321,Sun,SBT,BDC,10:00,10:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Sun,BDC,SBT,11:00,11:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB321,Sun,SBT,BDC,13:00,13:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB322,Sun,BDC,SBT,14:00,14:45,0.75,W/Y — SBT-BDC daily
A321-7,BL-ABG,SBT,AB323,Sun,BDC,PNU,16:00,17:05,1.08,W/Y — BDC-Portnou daily
A321-7,BL-ABG,SBT,AB324,Sun,PNU,BDC,18:00,19:05,1.08,W/Y — BDC-Portnou daily
A321-8,BL-ABH,SCI,AB325,Mon,SCI,GPSM,08:00,11:00,3.0,W/Y — SCI-Gran Port de Sant Mateu daily
A321-8,BL-ABH,SCI,AB326,Mon,GPSM,SCI,13:00,16:00,3.0,W/Y — SCI-Gran Port de Sant Mateu daily
A321-8,BL-ABH,SCI,AB325,Tue,SCI,GPSM,08:00,11:00,3.0,W/Y — SCI-Gran Port de Sant Mateu daily
A321-8,BL-ABH,SCI,AB326,Tue,GPSM,SCI,13:00,16:00,3.0,W/Y — SCI-Gran Port de Sant Mateu daily
A321-8,BL-ABH,SCI,AB325,Wed,SCI,GPSM,08:00,11:00,3.0,W/Y — SCI-Gran Port de Sant Mateu daily
A321-8,BL-ABH,SCI,AB326,Wed,GPSM,SCI,13:00,16:00,3.0,W/Y — SCI-Gran Port de Sant Mateu daily
A321-8,BL-ABH,SCI,AB325,Thu,SCI,GPSM,08:00,11:00,3.0,W/Y — SCI-Gran Port de Sant Mateu daily
A321-8,BL-ABH,SCI,AB326,Thu,GPSM,SCI,13:00,16:00,3.0,W/Y — SCI-Gran Port de Sant Mateu daily
A321-8,BL-ABH,SCI,AB325,Fri,SCI,GPSM,08:00,11:00,3.0,W/Y — SCI-Gran Port de Sant Mateu daily
A321-8,BL-ABH,SCI,AB326,Fri,GPSM,SCI,13:00,16:00,3.0,W/Y — SCI-Gran Port de Sant Mateu daily
A321-8,BL-ABH,SCI,AB325,Sat,SCI,GPSM,08:00,11:00,3.0,W/Y — SCI-Gran Port de Sant Mateu daily
A321-8,BL-ABH,SCI,AB326,Sat,GPSM,SCI,13:00,16:00,3.0,W/Y — SCI-Gran Port de Sant Mateu daily
A321-8,BL-ABH,SCI,AB325,Sun,SCI,GPSM,08:00,11:00,3.0,W/Y — SCI-Gran Port de Sant Mateu daily
A321-8,BL-ABH,SCI,AB326,Sun,GPSM,SCI,13:00,16:00,3.0,W/Y — SCI-Gran Port de Sant Mateu daily
A321-8,BL-ABH,SCI,AB327,Mon,SCI,GLG,18:00,22:00,4.0,W/Y — SCI-Guledga 3x weekly
A321-8,BL-ABH,SCI,AB328,Tue,GLG,SCI,08:00,12:00,4.0,W/Y — SCI-Guledga 3x weekly return
A321-8,BL-ABH,SCI,AB327,Wed,SCI,GLG,18:00,22:00,4.0,W/Y — SCI-Guledga 3x weekly
A321-8,BL-ABH,SCI,AB328,Thu,GLG,SCI,08:00,12:00,4.0,W/Y — SCI-Guledga 3x weekly return
A321-8,BL-ABH,SCI,AB327,Fri,SCI,GLG,18:00,22:00,4.0,W/Y — SCI-Guledga 3x weekly
A321-8,BL-ABH,SCI,AB328,Sat,GLG,SCI,08:00,12:00,4.0,W/Y — SCI-Guledga 3x weekly return
A321-8,BL-ABH,SBT,AB329,Sat,SBT,GLG,18:00,21:30,3.5,W/Y — SBT-Guledga weekly
A321-8,BL-ABH,SBT,AB330,Sun,GLG,SBT,10:00,13:30,3.5,W/Y — SBT-Guledga weekly return
A321-4,BL-ABD,SCI,AB401,Mon,SCI,SNS,07:00,11:30,4.5,J/W/Y — SCI-Sanu-Sasso 2x daily (morning)
A321-4,BL-ABD,SCI,AB402,Mon,SNS,SCI,13:00,17:30,4.5,J/W/Y — SCI-Sanu-Sasso 2x daily (morning return)
A321-4,BL-ABD,SCI,AB401,Tue,SCI,SNS,07:00,11:30,4.5,J/W/Y — SCI-Sanu-Sasso 2x daily (morning)
A321-4,BL-ABD,SCI,AB402,Tue,SNS,SCI,13:00,17:30,4.5,J/W/Y — SCI-Sanu-Sasso 2x daily (morning return)
A321-4,BL-ABD,SCI,AB401,Wed,SCI,SNS,07:00,11:30,4.5,J/W/Y — SCI-Sanu-Sasso 2x daily (morning)
A321-4,BL-ABD,SCI,AB402,Wed,SNS,SCI,13:00,17:30,4.5,J/W/Y — SCI-Sanu-Sasso 2x daily (morning return)
A321-4,BL-ABD,SCI,AB401,Thu,SCI,SNS,07:00,11:30,4.5,J/W/Y — SCI-Sanu-Sasso 2x daily (morning)
A321-4,BL-ABD,SCI,AB402,Thu,SNS,SCI,13:00,17:30,4.5,J/W/Y — SCI-Sanu-Sasso 2x daily (morning return)
A321-4,BL-ABD,SCI,AB401,Fri,SCI,SNS,07:00,11:30,4.5,J/W/Y — SCI-Sanu-Sasso 2x daily (morning)
A321-4,BL-ABD,SCI,AB402,Fri,SNS,SCI,13:00,17:30,4.5,J/W/Y — SCI-Sanu-Sasso 2x daily (morning return)
A321-4,BL-ABD,SCI,AB401,Sat,SCI,SNS,07:00,11:30,4.5,J/W/Y — SCI-Sanu-Sasso 2x daily (morning)
A321-4,BL-ABD,SCI,AB402,Sat,SNS,SCI,13:00,17:30,4.5,J/W/Y — SCI-Sanu-Sasso 2x daily (morning return)
A321-4,BL-ABD,SCI,AB401,Sun,SCI,SNS,07:00,11:30,4.5,J/W/Y — SCI-Sanu-Sasso 2x daily (morning)
A321-4,BL-ABD,SCI,AB402,Sun,SNS,SCI,13:00,17:30,4.5,J/W/Y — SCI-Sanu-Sasso 2x daily (morning return)
A321-5,BL-ABE,SCI,AB315,Mon,SCI,HAI,06:00,06:20,0.33,W/Y — SCI-Haicang daily
A321-5,BL-ABE,SCI,AB316,Mon,HAI,SCI,07:00,07:20,0.33,W/Y — SCI-Haicang daily
A321-5,BL-ABE,SCI,AB403,Mon,SCI,SNS,18:30,23:00,4.5,W/Y — SCI-Sanu-Sasso 2x daily (evening)
A321-5,BL-ABE,SCI,AB404,Mon,SNS,SCI,00:00,04:30+1,4.5,"W/Y — SCI-Sanu-Sasso 2x daily (evening return, overnight)"
A321-5,BL-ABE,SCI,AB315,Tue,SCI,HAI,06:00,06:20,0.33,W/Y — SCI-Haicang daily
A321-5,BL-ABE,SCI,AB316,Tue,HAI,SCI,07:00,07:20,0.33,W/Y — SCI-Haicang daily
A321-5,BL-ABE,SCI,AB403,Tue,SCI,SNS,18:30,23:00,4.5,W/Y — SCI-Sanu-Sasso 2x daily (evening)
A321-5,BL-ABE,SCI,AB404,Tue,SNS,SCI,00:00,04:30+1,4.5,"W/Y — SCI-Sanu-Sasso 2x daily (evening return, overnight)"
A321-5,BL-ABE,SCI,AB315,Wed,SCI,HAI,06:00,06:20,0.33,W/Y — SCI-Haicang daily
A321-5,BL-ABE,SCI,AB316,Wed,HAI,SCI,07:00,07:20,0.33,W/Y — SCI-Haicang daily
A321-5,BL-ABE,SCI,AB403,Wed,SCI,SNS,18:30,23:00,4.5,W/Y — SCI-Sanu-Sasso 2x daily (evening)
A321-5,BL-ABE,SCI,AB404,Wed,SNS,SCI,00:00,04:30+1,4.5,"W/Y — SCI-Sanu-Sasso 2x daily (evening return, overnight)"
A321-5,BL-ABE,SCI,AB315,Thu,SCI,HAI,06:00,06:20,0.33,W/Y — SCI-Haicang daily
A321-5,BL-ABE,SCI,AB316,Thu,HAI,SCI,07:00,07:20,0.33,W/Y — SCI-Haicang daily
A321-5,BL-ABE,SCI,AB403,Thu,SCI,SNS,18:30,23:00,4.5,W/Y — SCI-Sanu-Sasso 2x daily (evening)
A321-5,BL-ABE,SCI,AB404,Thu,SNS,SCI,00:00,04:30+1,4.5,"W/Y — SCI-Sanu-Sasso 2x daily (evening return, overnight)"
A321-5,BL-ABE,SCI,AB315,Fri,SCI,HAI,06:00,06:20,0.33,W/Y — SCI-Haicang daily
A321-5,BL-ABE,SCI,AB316,Fri,HAI,SCI,07:00,07:20,0.33,W/Y — SCI-Haicang daily
A321-5,BL-ABE,SCI,AB403,Fri,SCI,SNS,18:30,23:00,4.5,W/Y — SCI-Sanu-Sasso 2x daily (evening)
A321-5,BL-ABE,SCI,AB404,Fri,SNS,SCI,00:00,04:30+1,4.5,"W/Y — SCI-Sanu-Sasso 2x daily (evening return, overnight)"
A321-5,BL-ABE,SCI,AB315,Sat,SCI,HAI,06:00,06:20,0.33,W/Y — SCI-Haicang daily
A321-5,BL-ABE,SCI,AB316,Sat,HAI,SCI,07:00,07:20,0.33,W/Y — SCI-Haicang daily
A321-5,BL-ABE,SCI,AB403,Sat,SCI,SNS,18:30,23:00,4.5,W/Y — SCI-Sanu-Sasso 2x daily (evening)
A321-5,BL-ABE,SCI,AB404,Sat,SNS,SCI,00:00,04:30+1,4.5,"W/Y — SCI-Sanu-Sasso 2x daily (evening return, overnight)"
A321-5,BL-ABE,SCI,AB315,Sun,SCI,HAI,06:00,06:20,0.33,W/Y — SCI-Haicang daily
A321-5,BL-ABE,SCI,AB316,Sun,HAI,SCI,07:00,07:20,0.33,W/Y — SCI-Haicang daily
A321-5,BL-ABE,SCI,AB403,Sun,SCI,SNS,18:30,23:00,4.5,W/Y — SCI-Sanu-Sasso 2x daily (evening)
A321-5,BL-ABE,SCI,AB404,Sun,SNS,SCI,00:00,04:30+1,4.5,"W/Y — SCI-Sanu-Sasso 2x daily (evening return, overnight)"
A321-9,BL-ABI,SCI,AB405,Mon,SCI,TMS,08:00,08:45,0.75,J/W/Y — SCI-Tamsui
A321-9,BL-ABI,SCI,AB406,Mon,TMS,SCI,09:30,10:15,0.75,J/W/Y — SCI-Tamsui
A321-9,BL-ABI,SCI,AB405,Wed,SCI,TMS,08:00,08:45,0.75,J/W/Y — SCI-Tamsui
A321-9,BL-ABI,SCI,AB406,Wed,TMS,SCI,09:30,10:15,0.75,J/W/Y — SCI-Tamsui
A321-9,BL-ABI,SCI,AB405,Fri,SCI,TMS,08:00,08:45,0.75,J/W/Y — SCI-Tamsui
A321-9,BL-ABI,SCI,AB406,Fri,TMS,SCI,09:30,10:15,0.75,J/W/Y — SCI-Tamsui
A321-9,BL-ABI,SCI,AB405,Sun,SCI,TMS,08:00,08:45,0.75,J/W/Y — SCI-Tamsui
A321-9,BL-ABI,SCI,AB406,Sun,TMS,SCI,09:30,10:15,0.75,J/W/Y — SCI-Tamsui
A321-9,BL-ABI,SCI,AB405,Tue,SCI,TMS,08:00,08:45,0.75,J/W/Y — SCI-Tamsui 2x daily
A321-9,BL-ABI,SCI,AB406,Tue,TMS,SCI,09:30,10:15,0.75,J/W/Y — SCI-Tamsui 2x daily
A321-9,BL-ABI,SCI,AB407,Tue,SCI,TMS,14:00,14:45,0.75,J/W/Y — SCI-Tamsui 2x daily
A321-9,BL-ABI,SCI,AB408,Tue,TMS,SCI,15:30,16:15,0.75,J/W/Y — SCI-Tamsui 2x daily
A321-9,BL-ABI,SCI,AB405,Thu,SCI,TMS,08:00,08:45,0.75,J/W/Y — SCI-Tamsui 2x daily
A321-9,BL-ABI,SCI,AB406,Thu,TMS,SCI,09:30,10:15,0.75,J/W/Y — SCI-Tamsui 2x daily
A321-9,BL-ABI,SCI,AB407,Thu,SCI,TMS,14:00,14:45,0.75,J/W/Y — SCI-Tamsui 2x daily
A321-9,BL-ABI,SCI,AB408,Thu,TMS,SCI,15:30,16:15,0.75,J/W/Y — SCI-Tamsui 2x daily
A321-9,BL-ABI,SCI,AB405,Sat,SCI,TMS,08:00,08:45,0.75,J/W/Y — SCI-Tamsui
A321-9,BL-ABI,SCI,AB406,Sat,TMS,SCI,09:30,10:15,0.75,J/W/Y — SCI-Tamsui
A321-10,BL-ABJ,SBT,AB411,Mon,SBT,GPSM,07:00,09:45,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (morning)
A321-10,BL-ABJ,SBT,AB412,Mon,GPSM,SBT,10:45,13:30,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (morning return)
A321-10,BL-ABJ,SBT,AB413,Mon,SBT,GPSM,14:30,17:15,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (afternoon)
A321-10,BL-ABJ,SBT,AB414,Mon,GPSM,SBT,18:15,21:00,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (afternoon return)
A321-10,BL-ABJ,SBT,AB411,Tue,SBT,GPSM,07:00,09:45,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (morning)
A321-10,BL-ABJ,SBT,AB412,Tue,GPSM,SBT,10:45,13:30,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (morning return)
A321-10,BL-ABJ,SBT,AB413,Tue,SBT,GPSM,14:30,17:15,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (afternoon)
A321-10,BL-ABJ,SBT,AB414,Tue,GPSM,SBT,18:15,21:00,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (afternoon return)
A321-10,BL-ABJ,SBT,AB411,Wed,SBT,GPSM,07:00,09:45,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (morning)
A321-10,BL-ABJ,SBT,AB412,Wed,GPSM,SBT,10:45,13:30,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (morning return)
A321-10,BL-ABJ,SBT,AB413,Wed,SBT,GPSM,14:30,17:15,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (afternoon)
A321-10,BL-ABJ,SBT,AB414,Wed,GPSM,SBT,18:15,21:00,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (afternoon return)
A321-10,BL-ABJ,SBT,AB411,Thu,SBT,GPSM,07:00,09:45,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (morning)
A321-10,BL-ABJ,SBT,AB412,Thu,GPSM,SBT,10:45,13:30,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (morning return)
A321-10,BL-ABJ,SBT,AB413,Thu,SBT,GPSM,14:30,17:15,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (afternoon)
A321-10,BL-ABJ,SBT,AB414,Thu,GPSM,SBT,18:15,21:00,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (afternoon return)
A321-10,BL-ABJ,SBT,AB411,Fri,SBT,GPSM,07:00,09:45,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (morning)
A321-10,BL-ABJ,SBT,AB412,Fri,GPSM,SBT,10:45,13:30,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (morning return)
A321-10,BL-ABJ,SBT,AB413,Fri,SBT,GPSM,14:30,17:15,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (afternoon)
A321-10,BL-ABJ,SBT,AB414,Fri,GPSM,SBT,18:15,21:00,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (afternoon return)
A321-10,BL-ABJ,SBT,AB411,Sat,SBT,GPSM,07:00,09:45,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (morning)
A321-10,BL-ABJ,SBT,AB412,Sat,GPSM,SBT,10:45,13:30,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (morning return)
A321-10,BL-ABJ,SBT,AB413,Sat,SBT,GPSM,14:30,17:15,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (afternoon)
A321-10,BL-ABJ,SBT,AB414,Sat,GPSM,SBT,18:15,21:00,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (afternoon return)
A321-10,BL-ABJ,SBT,AB411,Sun,SBT,GPSM,07:00,09:45,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (morning)
A321-10,BL-ABJ,SBT,AB412,Sun,GPSM,SBT,10:45,13:30,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (morning return)
A321-10,BL-ABJ,SBT,AB413,Sun,SBT,GPSM,14:30,17:15,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (afternoon)
A321-10,BL-ABJ,SBT,AB414,Sun,GPSM,SBT,18:15,21:00,2.75,J/W/Y — SBT-Gran Port de Sant Mateu 2x daily (afternoon return)
A321-11,BL-ABK,SCI,AB201,Mon,SCI,NVA,09:00,14:45,5.75,Novalia (Alessandria) daily — medium-haul
